PLANTILLA_PERDIDASDELINEA;;;;;
Sistema;COV - CNG;;;;
Tramo;COV - CTG;;;;
Distancia;N/A;;;;
Prop1;N/A;;;;
Prop2;N/A;;;;
Prop3;N/A;;;;
Prop4;N/A;;;;
Prop5;N/A;;;;
Prop6;N/A;;;;
Estampa de tiempo;DPreal (psi);Flujo (BLS/h);GE (API);Visc. Obs. (cSt); GElínea 
30/05/2022 2:00;977,414;4369,789;23,45;68,3;23,39
30/05/2022 3:00;977,9613333;4368,5885;23,45;68,73;23,4
30/05/2022 4:00;979,1831667;4374,257333;23,45;68,93;23,4
30/05/2022 5:00;979,4476667;4379,9515;23,46666667;69,58;23,4
30/05/2022 6:00;765,4055;3613,685667;23,3625;71,44;23,4
30/05/2022 7:00;971,8553333;4375,050833;23,45;70,4;23,41
30/05/2022 8:00;982,1841667;4373,043667;23,45;70,33;23,41
30/05/2022 9:00;982,0061667;4370,516167;23,45;70,01;23,41
30/05/2022 10:00;981,5435;4372,606;23,45;69,26;23,42
30/05/2022 11:00;981,3076667;4375,829;23,45;68,94;23,42
30/05/2022 12:00;981,4495;4371,049667;23,45;69,06;23,42
30/05/2022 13:00;981,389;4378,408667;23,45;68,75;23,43
30/05/2022 14:00;981,5555;4375,208833;23,45;69,05;23,43
30/05/2022 15:00;981,8816667;4375,313;23,45;69,45;23,43
30/05/2022 16:00;982,0531667;4369,302667;23,45;70,23;23,44
30/05/2022 17:00;982,2286667;4369,781;23,45;70,11;23,44
30/05/2022 18:00;982,251;4368,701;23,45;69,64;23,44
30/05/2022 19:00;982,4116667;4373,715167;23,45;69,74;23,44
30/05/2022 20:00;983,186;4375,398833;23,45;69,55;23,45
30/05/2022 21:00;982,513;4367,57;23,45;69,47;23,45
30/05/2022 22:00;982,6743333;4372,900167;23,45;69,71;23,45
30/05/2022 23:00;983,2926667;4374,571833;23,45;70,31;23,45
31/05/2022 0:00;980,9533333;4351,635;23,5;70,82;23,45
31/05/2022 2:00;1593,701167;5722,472167;21,05294118;75,37;23,22
31/05/2022 3:00;1593,683833;5732,759333;21,05294118;75,21;23,11
31/05/2022 4:00;1593,653333;5730,514833;21,05294118;74,87;23
31/05/2022 5:00;1593,6795;5737,491667;21,05294118;75,2;22,88
31/05/2022 6:00;1593,7795;5733,044833;21,05294118;75,53;22,77
31/05/2022 7:00;1587,5185;5701,9145;21,05294118;73,68;22,65
31/05/2022 8:00;1583,802833;5709,600667;21,05294118;68,23;22,54
31/05/2022 9:00;1588,8055;5716,589833;21,05294118;67,5;22,43
31/05/2022 10:00;1588,777667;5710,0525;21,05294118;67,16;22,31
31/05/2022 11:00;1592,570667;5724,6635;21,05294118;66,68;22,2
31/05/2022 12:00;1592,568667;5723,802667;21,05294118;66,36;22,08
31/05/2022 13:00;1592,4295;5730,588833;21,05294118;66,13;21,97
31/05/2022 14:00;1591,6315;5724,435;21,05294118;66,14;21,85
31/05/2022 15:00;1591,7065;5718,9165;21,05294118;66,17;21,74
31/05/2022 16:00;1591,87;5724,3265;21,05294118;66,12;21,63
31/05/2022 17:00;1592,599;5717,393;21,05294118;66,58;21,51
31/05/2022 18:00;1591,512833;5704,143833;21,05294118;67,17;21,4
31/05/2022 19:00;1590,680167;5705,744333;21,05294118;67,48;21,28
31/05/2022 20:00;1590,544333;5706,0695;21,05294118;67,52;21,17
31/05/2022 21:00;1590,096;5701,835833;21,05294118;67,58;21,05
31/05/2022 22:00;1588,942167;5710,646;21,05294118;67,55;21,05
31/05/2022 23:00;1587,3515;5711,2395;21,05294118;67,66;21,05
1/06/2022 0:00;1586,740333;5712,772833;21,05294118;67,46;21,05
1/06/2022 1:00;1586,045167;5710,459167;21,05294118;67,48;21,05
1/06/2022 2:00;1585,346167;5708,689167;21,05294118;67,64;21,05
1/06/2022 3:00;1584,779167;5715,826667;21,05294118;67,7;21,05
1/06/2022 4:00;1584,8875;5711,12;21,05294118;67,74;21,05
1/06/2022 5:00;1584,635833;5707,126167;21,05294118;67,7;21,05
1/06/2022 6:00;1584,272667;5710,154;21,05294118;67,63;21,05
1/06/2022 7:00;1584,301167;5715,702833;21,05294118;67,11;21,05
1/06/2022 8:00;1586,197;5718,215;21,05294118;66,9;21,05
1/06/2022 9:00;1586,949333;5721,448833;21,05294118;67,96;21,05
1/06/2022 10:00;1585,242667;5716,139167;21,05294118;67,76;21,05
1/06/2022 11:00;1584,8;5711,1035;21,05294118;68,43;21,05
1/06/2022 12:00;1584,854167;5716,223;21,05294118;67,38;21,05
1/06/2022 13:00;1585,680333;5720,197333;21,05294118;66,78;21,05
1/06/2022 14:00;1580,120167;5702,767;21,05294118;66,48;21,05
1/06/2022 15:00;1583,488667;5717,766;21,05294118;66,43;21,05
1/06/2022 16:00;1585,295167;5718,878;21,05294118;66,52;21,05
1/06/2022 17:00;1585,295333;5723,7735;21,05294118;66,89;21,05
1/06/2022 18:00;1583,086667;5712,0945;21,05294118;67,24;21,05
1/06/2022 19:00;1581,186167;5708,721167;21,05294118;67,35;21,05
1/06/2022 20:00;1580,549333;5713,555;21,05294118;67,35;21,05
1/06/2022 21:00;1581,246167;5712,435167;21,05294118;67,42;21,05
1/06/2022 22:00;1580,788833;5710,480667;21,05294118;67,85;21,05
1/06/2022 23:00;1579,959;5697,092;21,05294118;69,55;21,05
3/06/2022 8:00;1221,966833;4880,858667;23,13;72,21;22,97
3/06/2022 9:00;1562,3555;5595,5695;22,82222222;100,89;22,89
3/06/2022 16:00;1396,249667;5159,761167;23,05;70,66;22,8
3/06/2022 18:00;1330,5585;5077,7945;23,06666667;71,74;22,83
3/06/2022 19:00;1446,5415;5396,804833;23,03333333;71,85;22,88
3/06/2022 21:00;1585,815333;5644,726667;23,06666667;72,35;22,92
3/06/2022 22:00;1585,076667;5637,604167;23,04666667;72,36;22,94
3/06/2022 23:00;1584,653;5637,702167;23,05135135;72,38;22,95
4/06/2022 0:00;1584,526667;5633,896;23,05;72,44;22,95
4/06/2022 1:00;1584,519333;5641,512167;23,0483871;72,58;23
4/06/2022 2:00;1583,4495;5624,581167;23,05555556;74,25;23,04
4/06/2022 5:00;1581,617;5629,185833;23,05;73,23;23,03
4/06/2022 6:00;1581,855333;5623,668;23,0483871;73,02;23,05
5/06/2022 15:00;1559,515167;5601,728;19,81666667;93,02;19,82
5/06/2022 16:00;1577,910167;5628,4345;20,40909091;128,57;20,11
5/06/2022 17:00;1569,705833;5588,731833;21,56666667;106,2;20,6
5/06/2022 18:00;1571,014333;5568,521833;21,66666667;105,3;20,86
5/06/2022 20:00;1574,337333;5553,595167;21,76666667;102,65;21,05
5/06/2022 22:00;1578,1985;5517,762;21,9;99,76;21,19
6/06/2022 0:00;1584,072333;5513,8865;22;97,11;21,3
6/06/2022 1:00;1593,362333;5514,863667;22,06666667;95,71;21,4
6/06/2022 3:00;1593,609167;5499,7965;22,2;92,32;21,49
6/06/2022 4:00;1593,2065;5492,657333;22,26666667;90,73;21,57
6/06/2022 5:00;1593,325167;5476,736833;22,4;89,09;21,64
6/06/2022 6:00;1592,840667;5470,151833;22,35;87,09;21,7
6/06/2022 7:00;1592,467333;5461,077167;22,5;84,43;21,76
6/06/2022 8:00;1596,532;5466,662833;22,6;82,2;21,82
6/06/2022 9:00;1598,453167;5469,555833;22,7;79,88;21,88
6/06/2022 10:00;1601,815;5474,1365;22,8;77,73;21,94
6/06/2022 11:00;1602,3125;5470,104833;22,9;76,09;21,99
6/06/2022 12:00;1602,912833;5479,535167;22,96666667;74,92;22,05
6/06/2022 23:00;1599,776;5646,765833;23,46666667;67,44;22,8
7/06/2022 0:00;1594,540667;5659,772667;23,45;68,93;22,89
7/06/2022 1:00;1591,1;5664,184667;23,44285714;68,22;22,96
7/06/2022 3:00;1587,744333;5682,583;23,45;68,43;23,08
7/06/2022 4:00;1584,9115;5692,2565;23,45;68,5;23,15
7/06/2022 5:00;1582,444;5705,7265;23,45;68,2;23,21
7/06/2022 9:00;1576,549833;5718,4515;23,45;70,01;23,37
7/06/2022 10:00;1573,732333;5715,076333;23,45;70,15;23,4
7/06/2022 22:00;1556,6315;5676,914167;22,8125;110,04;23,34
8/06/2022 2:00;1568,168;5675,486833;22,95;78,08;23,17
8/06/2022 8:00;1574,630167;5660,7865;22,8;83,67;22,85
8/06/2022 9:00;1577,142;5660,466167;22,95;78,73;22,88
8/06/2022 10:00;1592,125667;5693,9515;22,93333333;71,02;22,89
8/06/2022 13:00;1591,164833;5663,057167;22,96666667;71,4;22,9
8/06/2022 15:00;1550,904833;5580,669833;22,9;74,35;22,9
8/06/2022 16:00;1550,484667;5562,442;22,83333333;81,39;22,89
8/06/2022 18:00;1551,640833;5560,31;22,8375;88,01;22,89
8/06/2022 19:00;1550,446333;5554,028167;22,9;76,22;22,89
9/06/2022 0:00;1587,192167;5623,804;22,9;76,51;22,89
9/06/2022 1:00;1586,645833;5639,321167;22,9;76,42;22,89
9/06/2022 2:00;1586,9855;5634,074667;22,9;77,39;22,89
9/06/2022 3:00;1585,699833;5639,919667;22,95;77,47;22,9
9/06/2022 4:00;1585,552167;5633,420833;22,95;76,88;22,91
9/06/2022 5:00;1586,0765;5635,146833;22,95;76,83;22,91
9/06/2022 6:00;1585,731333;5633,866;22,95;77,47;22,91
9/06/2022 7:00;1585,154333;5633,989;22,95;77,32;22,91
9/06/2022 8:00;1584,979333;5635,284167;22,95;77,65;22,92
9/06/2022 9:00;1585,185333;5633,741;22,95;77,21;22,91
9/06/2022 10:00;1586,035167;5636,165;22,95;76,35;22,92
9/06/2022 11:00;1588,280667;5639,967;22,95;75,97;22,92
9/06/2022 12:00;1588,695333;5646,521833;22,95;75,85;22,93
9/06/2022 13:00;1587,768167;5644,186833;22,95;75,86;22,93
9/06/2022 14:00;1587,129;5639,224667;22,95;75,72;22,94
9/06/2022 15:00;1587,254667;5637,2895;22,95;75,62;22,94
9/06/2022 16:00;1587,703667;5638,191833;22,95;76,19;22,94
9/06/2022 17:00;1586,903667;5630,673833;22,95;76,82;22,94
9/06/2022 18:00;1585,5535;5637,1925;22,95;76,89;22,94
9/06/2022 19:00;1584,9065;5633,675;22,95;76,88;22,94
9/06/2022 20:00;1584,220167;5628,098;22,95;76,9;22,94
9/06/2022 21:00;1583,809833;5629,424833;22,95;77,03;22,95
9/06/2022 22:00;1583,638333;5624,639833;22,95;77;22,95
9/06/2022 23:00;1583,510667;5630,008333;22,95;76,9;22,95
10/06/2022 0:00;1583,404667;5627,617667;22,95;76,91;22,95
10/06/2022 1:00;1582,668;5627,2145;22,95;76,97;22,95
10/06/2022 2:00;1582,113167;5630,782833;22,95;77,08;22,95
10/06/2022 4:00;1575,212167;5584,559333;20,084375;105,67;22,69
10/06/2022 5:00;1577,922667;5568,551;21,55714286;103,95;22,63
10/06/2022 6:00;1580,2435;5560,669833;21,55714286;102,2;22,56
10/06/2022 7:00;1583,972833;5555,404167;21,55714286;100,87;22,5
10/06/2022 8:00;1589,2095;5553,138667;21,65;99,15;22,44
10/06/2022 9:00;1590,770833;5552,023333;21,66;98,44;22,38
10/06/2022 10:00;1590,886833;5531,772;21,66;97,33;22,32
10/06/2022 11:00;1592,4665;5528,369833;21,76666667;95,85;22,27
10/06/2022 12:00;1592,456667;5508,950167;21,76666667;94,65;22,22
10/06/2022 13:00;1587,429;5495,692167;21,9;94,18;22,17
10/06/2022 14:00;1592,332;5502,855833;21,9;93,75;22,12
10/06/2022 15:00;1592,771167;5490,5755;21,9;93,93;22,07
10/06/2022 16:00;1593,065333;5473,534;21,9;94,39;22,02
10/06/2022 17:00;1592,7905;5469,202833;22;93,81;21,98
10/06/2022 18:00;1592,740333;5459,6105;22,05714286;91,86;21,94
10/06/2022 19:00;1592,801;5464,6975;22,2;89,9;21,91
10/06/2022 20:00;1592,787333;5447,4955;22,3;87,7;21,88
10/06/2022 21:00;1592,7315;5426,385833;22,4;85,53;21,85
10/06/2022 22:00;1592,962;5426,204667;22,5;83,4;21,83
10/06/2022 23:00;1592,980333;5424,822833;22,6;81,28;21,82
11/06/2022 0:00;1592,724333;5423,645;22,8;78,95;21,81
11/06/2022 1:00;1592,594333;5432,6125;22,9;76,58;21,94
11/06/2022 2:00;1595,617833;5453,543333;23,05;74,3;22,07
11/06/2022 3:00;1600,041;5474,844833;23,16;72,27;22,14
11/06/2022 4:00;1600,006833;5497,686667;23,3;70,16;22,22
11/06/2022 5:00;1599,899333;5514,9435;23,45;67,82;22,31
11/06/2022 6:00;1407,077333;5091,422333;23,61428571;65,81;22,33
11/06/2022 7:00;1543,061333;5447,869833;23,71666667;63,74;22,49
11/06/2022 8:00;1539,643;5454,876;23,86666667;62,3;22,59
11/06/2022 9:00;1535,481;5474,5525;23,86666667;62,08;22,69
11/06/2022 10:00;1531,6295;5487,239;23,86666667;62,15;22,78
11/06/2022 11:00;1527,002167;5505,635167;23,8;62,09;22,87
11/06/2022 12:00;1589,139667;5661,575;23,7;67,87;23
11/06/2022 13:00;1530,600833;5391,535;23,75;68,24;23,04
11/06/2022 14:00;1551,083667;5772,410667;23,76666667;64,67;23,17
11/06/2022 15:00;1580,582333;5692,056667;23,7;64,75;23,25
11/06/2022 16:00;1577,318167;5710,103833;23,64;70,36;23,32
11/06/2022 17:00;1573,882;5730,8925;23,64;75,84;23,39
11/06/2022 18:00;1570,768333;5738,438833;23,64;76,38;23,44
11/06/2022 19:00;1567,786667;5750,332667;24;74,33;23,52
11/06/2022 20:00;1568,241833;5763,39;24;59,8;23,58
11/06/2022 21:00;1561,516167;5771,625167;24;59,91;23,64
11/06/2022 22:00;1560,007833;5781,650833;23,85;59,9;23,68
11/06/2022 23:00;1558,304667;5785,578667;23,84814815;59,93;23,72
12/06/2022 0:00;1556,353333;5800,394333;23,85;59,99;23,76
12/06/2022 1:00;1554,797333;5802,480167;23,85263158;60,14;23,78
12/06/2022 2:00;1553,910667;5801,388833;23,85;60,32;23,8
12/06/2022 3:00;1552,801;5813,675;23,85;60,48;23,81
12/06/2022 4:00;1552,022167;5810,126667;23,85;60,6;23,82
12/06/2022 5:00;1551,512667;5799,478;23,84;60,54;23,82
12/06/2022 6:00;1552,283833;5810,105167;23,84;60,2;23,82
12/06/2022 7:00;1553,316;5814,872833;23,84;60;23,81
12/06/2022 8:00;1556,536167;5839,079833;23,84;59,69;23,82
12/06/2022 9:00;1548,347833;5782,8635;20,525;116,85;23,67
12/06/2022 10:00;1569,8065;5820,624833;22,85;74,77;23,62
12/06/2022 11:00;1571,678833;5810,878667;22,85;73,8;23,58
12/06/2022 12:00;1573,271;5798,911833;22,85;73,85;23,54
12/06/2022 13:00;1574,4805;5791,237667;22,85;73,94;23,5
12/06/2022 14:00;1574,984;5789,956167;22,85;74,05;23,46
12/06/2022 15:00;1575,9795;5778,862833;22,85;73,77;23,43
12/06/2022 16:00;1576,253;5763,729833;22,85;74,21;23,37
12/06/2022 17:00;1572,941167;5755,102333;22,85;74,26;23,32
12/06/2022 18:00;1570,772667;5723,374;22,85;75,37;23,26
12/06/2022 19:00;1570,713833;5728,661833;22,85;75,26;23,21
12/06/2022 20:00;1572,282;5724,129833;22,85;74,79;23,17
12/06/2022 21:00;1573,9055;5707,235833;22,85;74,71;23,12
12/06/2022 22:00;1575,313167;5703,041333;22,85;74,86;23,07
12/06/2022 23:00;1577,243167;5690,151833;22,85;74,99;23,02
13/06/2022 0:00;1578,722667;5684,850167;22,85;74,94;22,98
13/06/2022 1:00;1580,435833;5678,306667;22,85;75,44;22,93
13/06/2022 2:00;1581,605167;5653,159167;22,85;75,72;22,88
13/06/2022 3:00;1582,4665;5667,354333;22,85;75,85;22,83
13/06/2022 4:00;1583,6465;5660,2265;22,85;76,05;22,79
13/06/2022 5:00;1584,503667;5652,418667;22,85;76,13;22,74
13/06/2022 6:00;1584,4815;5647,419833;22,85;75,96;22,85
13/06/2022 7:00;1583,5495;5653,005;22,85;75,66;22,85
13/06/2022 8:00;1584,207667;5656,458167;22,85;75,33;22,85
13/06/2022 9:00;1586,127;5668,020333;22,85;74,45;22,85
13/06/2022 10:00;1590,4735;5677,659333;22,85;73,96;22,85
13/06/2022 11:00;1592,043333;5680,791;22,95;73,82;22,85
13/06/2022 12:00;1591,842333;5677,414167;22,95;73,69;22,86
13/06/2022 13:00;1597,7345;5687,497;22,95;74,01;22,86
13/06/2022 14:00;1597,456;5700,939333;22,95;74,37;22,87
13/06/2022 15:00;1597,296;5697,106833;22,95;74,31;22,87
13/06/2022 16:00;1597,1405;5689,336;22,95;74,52;22,88
13/06/2022 17:00;1589,6125;5667,102333;22,95;74,5;22,88
13/06/2022 18:00;1587,760167;5671,601167;22,95;74,43;22,89
13/06/2022 19:00;1586,993167;5668,834333;22,95;74,45;22,89
13/06/2022 20:00;1586,199167;5656,637333;22,95;74,5;22,9
13/06/2022 21:00;1586,418833;5663,387667;22,95;74,61;22,9
13/06/2022 22:00;1586,018;5656,837;22,95;75,14;22,91
13/06/2022 23:00;1586,049167;5670,011167;22,95;76,11;22,91
14/06/2022 0:00;1585,8305;5663,642667;22,95;76,4;22,92
14/06/2022 1:00;1583,529667;5646,869667;22,95;77,35;22,92
14/06/2022 2:00;1581,584167;5646,875;22,95;75,8;22,93
14/06/2022 3:00;1581,772833;5647,299833;22,95;75,32;22,93
14/06/2022 4:00;1582,035667;5650,9695;22,95;75,35;22,94
14/06/2022 5:00;1581,7775;5660,7605;22,95;75,71;22,94
14/06/2022 6:00;1581,064667;5654,691;22,95;75,47;22,95
14/06/2022 7:00;1581,0385;5651,547167;22,95;76,11;22,95
14/06/2022 8:00;1581,6025;5650,959333;22,95;76,11;22,95
14/06/2022 9:00;1581,995;5657,2305;22,95;75,57;22,95
14/06/2022 10:00;1582,729667;5655,996667;22,95;74,88;22,95
14/06/2022 11:00;1584,458333;5660,551667;22,95;74,75;22,95
14/06/2022 12:00;1447,4755;5294,3275;23,05;74,72;22,95
14/06/2022 13:00;1575,584167;5653,951333;23,05;74,94;22,96
14/06/2022 14:00;1571,311167;5616,343333;19,4;105,19;22,79
14/06/2022 15:00;1577,9725;5632,27;21,08148148;121,94;22,7
14/06/2022 16:00;1591,980333;5662,250167;21,08148148;79,69;22,61
14/06/2022 17:00;1471,104;5375,848833;22,75;79,74;22,62
14/06/2022 18:00;1597,5625;5658,232333;22,75;79,86;22,59
14/06/2022 19:00;1597,8255;5646,7685;22,75;79,9;22,58
14/06/2022 20:00;1597,9175;5651,423833;22,75;79,88;22,57
14/06/2022 21:00;1597,817167;5639,511167;22,75;79,91;22,56
14/06/2022 22:00;1597,8245;5640,952333;22,75;80,1;22,56
14/06/2022 23:00;1597,950333;5625,560833;22,75;80,19;22,55
15/06/2022 0:00;1598,072333;5634,539;22,75;80,1;22,54
15/06/2022 1:00;1597,722667;5630,619667;22,75;80,01;22,53
15/06/2022 2:00;1598,556;5628,376833;22,75;80,07;22,52
15/06/2022 3:00;1597,991333;5623,764667;22,75;80,24;22,51
15/06/2022 4:00;1598,196667;5617,806333;22,75;80,12;22,5
15/06/2022 5:00;1597,956333;5610,081;22,75;80,17;22,49
15/06/2022 6:00;1597,428;5604,9885;22,75;79,44;22,48
15/06/2022 7:00;1596,613;5607,229833;22,65;78,46;22,46
15/06/2022 8:00;1593,667333;5599,002667;22,65;78,78;22,45
15/06/2022 9:00;1596,2535;5594,355833;22,65;78,85;22,43
15/06/2022 10:00;1596,936833;5595,365;22,65;78,53;22,41
15/06/2022 11:00;1597,424167;5596,222167;22,65;79,86;22,57
15/06/2022 12:00;1595,011333;5599,1395;22,65;79,61;22,64
15/06/2022 13:00;1596,3275;5617,002167;22,65;78,29;22,72
15/06/2022 14:00;1596,381667;5609,157167;22,65;78,16;22,71
15/06/2022 15:00;1596,253667;5624,824167;22,65;78,37;22,71
15/06/2022 16:00;1595,806833;5608,693333;22,8;78,61;22,71
15/06/2022 17:00;1596,2405;5615,550167;23,02857143;73,89;22,72
15/06/2022 18:00;1594,451667;5616,261667;23,25;69,81;22,75
15/06/2022 19:00;1593,2595;5618,522167;23,4;66,88;22,78
15/06/2022 20:00;1591,752333;5631,365833;23,45555556;65,61;22,81
15/06/2022 21:00;1591,217833;5628,547;23,45555556;65,32;22,84
15/06/2022 22:00;1590,794333;5642,843333;23,45555556;65,2;22,88
15/06/2022 23:00;1589,100833;5643,017333;23,45555556;65,25;22,91
16/06/2022 0:00;1587,054833;5651,999;23,45555556;65,47;22,95
16/06/2022 1:00;1585,382833;5661,050167;23,45555556;65,49;22,98
16/06/2022 2:00;1583,859333;5664,485833;23,45555556;65,6;23,01
16/06/2022 3:00;1582,277167;5668,431333;23,45555556;65,85;23,05
16/06/2022 4:00;1580,597167;5680,86;23,45555556;66,08;23,08
16/06/2022 5:00;1579,595667;5686,004167;23,45;65,83;23,12
16/06/2022 6:00;1578,3185;5686,782167;23,44285714;65,15;23,16
16/06/2022 7:00;1579,249667;5704,5085;23,44285714;65;23,2
16/06/2022 8:00;1222,401;4854,692833;23,45;64,98;23,14
16/06/2022 9:00;1294,4485;5100,975333;23,45454545;65,05;23,2
16/06/2022 10:00;1291,353333;5105,3575;23,4;64,7;23,25
16/06/2022 11:00;1288,805833;5102,607167;23,4;64,51;23,26
16/06/2022 12:00;1285,891667;5105,912833;23,45;64,61;23,32
16/06/2022 13:00;1283,283;5100,149667;23,45185185;64,7;23,33
16/06/2022 14:00;1280,8805;5104,331667;23,45;64,82;23,39
16/06/2022 15:00;1279,015;5113,493167;23,45;64,92;23,42
16/06/2022 16:00;1215,659167;4942,610167;23,48;65,23;23,42
16/06/2022 17:00;1492,453;5590,0625;23,3;74,07;23,44
16/06/2022 18:00;1555,148;5730,899833;23,23333333;78,16;23,43
16/06/2022 19:00;1563,249;5735,7115;23,23333333;78,69;23,42
16/06/2022 20:00;1562,990833;5737,826667;23,44285714;72,93;23,42
16/06/2022 21:00;1554,627333;5691,207667;22,65714286;96,53;23,38
16/06/2022 22:00;1559,753;5713,4475;21,3;99,75;23,28
16/06/2022 23:00;1570,952;5721,231833;21,3;72,79;23,18
17/06/2022 0:00;1571,6545;5722,001;23,06666667;72,17;23,16
17/06/2022 1:00;1571,172833;5708,825;23,04545455;71,91;23,14
17/06/2022 2:00;1571,8745;5708,153;23,05;71,8;23,12
17/06/2022 3:00;1572,642833;5707,677333;23,1;72,19;23,1
17/06/2022 4:00;1573,811167;5698,467833;23,1;71,87;23,09
17/06/2022 5:00;1574,457667;5698,758;23,04;71,84;23,07
17/06/2022 6:00;1575,701667;5694,112167;23,05;71,58;23,05
17/06/2022 7:00;1576,782833;5691,533667;23,05185185;71,65;23,03
17/06/2022 8:00;1577,685833;5698,371833;23,04;71,47;23,01
17/06/2022 9:00;1578,650667;5690,685;23,05;71,31;22,99
17/06/2022 10:00;1579,574333;5687,746167;23,05;71,38;22,98
17/06/2022 11:00;1580,333167;5690,398333;23,05;71,34;22,96
17/06/2022 12:00;1580,633667;5680,964167;23,05;71,28;22,94
17/06/2022 13:00;1581,752333;5682,022833;23,05;71,2;22,92
17/06/2022 14:00;1582,8135;5671,406;23,05;71,25;22,91
17/06/2022 15:00;1582,608;5663,802667;23,05;71,64;22,9
17/06/2022 16:00;1582,6765;5663,805;23,05384615;71,82;22,89
17/06/2022 17:00;1582,654667;5657,885833;23,05384615;71,83;22,87
17/06/2022 18:00;1582,135667;5644,697;23,05384615;71,87;22,89
17/06/2022 19:00;1579,495167;5660,3765;23,05384615;72,09;22,97
17/06/2022 20:00;1578,645667;5662,371333;23,05384615;72,11;23,06
17/06/2022 21:00;1578,062167;5661,929333;23,05384615;72,24;23,05
17/06/2022 22:00;1578,036;5667,204833;23,05384615;72,37;23,06
17/06/2022 23:00;1577,258167;5662,089833;23,05384615;72,52;23,06
18/06/2022 0:00;1576,9545;5662,3685;23,05384615;72,35;23,05
18/06/2022 1:00;1576,7045;5662,893833;23,05384615;72,36;23,05
18/06/2022 2:00;1576,687167;5653,494;23,05384615;72,46;23,05
18/06/2022 3:00;1575,9585;5652,577833;23,05384615;72,42;23,05
18/06/2022 4:00;1575,606833;5652,151;23,05384615;72,47;23,05
18/06/2022 5:00;1575,431833;5657,806833;23,05;72,47;23,05
18/06/2022 6:00;1575,666167;5662,81;23,04285714;72,16;23,05
18/06/2022 7:00;1577,294333;5663,6175;23,04285714;71,91;23,05
18/06/2022 8:00;1578,670333;5667,916333;23,04285714;71,4;23,05
18/06/2022 9:00;1581,264667;5676,290833;23,04285714;71;23,05
18/06/2022 10:00;1582,838833;5675,415667;23,04285714;71,02;23,05
18/06/2022 11:00;1581,195833;5667,437667;23,04285714;71,12;23,05
18/06/2022 12:00;1578,755;5670,117;23,04285714;70,79;23,05
18/06/2022 13:00;1579,051833;5664,335833;23,04285714;70,73;23,05
18/06/2022 14:00;1578,467833;5674,5865;23,04285714;70,85;23,05
18/06/2022 15:00;1578,117167;5666,322333;23,05;70,85;23,05
18/06/2022 16:00;1577,619;5666,486167;23,05714286;70,99;23,05
18/06/2022 17:00;1576,676167;5665,344;23,05714286;71,13;23,05
18/06/2022 18:00;1575,829333;5658,9815;23,05714286;71,1;23,05
18/06/2022 19:00;1575,778333;5661,373167;23,05714286;71,34;23,05
18/06/2022 20:00;1574,960333;5656,6615;23,05714286;71,43;23,05
18/06/2022 21:00;1574,554333;5662,589333;23,05714286;71,31;23,05
18/06/2022 22:00;1574,212333;5663,016167;23,05;71,5;23,05
18/06/2022 23:00;1574,236333;5656,578;23,05;72;23,05
19/06/2022 0:00;1573,375333;5650,991333;23,05;72,77;23,05
19/06/2022 1:00;1572,7715;5656,077833;23,05;72,41;23,05
19/06/2022 2:00;1572,232;5650,910833;23,05;73,26;23,05
19/06/2022 5:00;1579,816667;5606,906833;21,6;114,04;22,8
19/06/2022 6:00;1586,777167;5597,564833;22;101,06;22,75
19/06/2022 7:00;1591,9025;5601,928833;22,25;92,84;22,71
19/06/2022 8:00;1595,844167;5603,652;22,4;86,48;22,68
19/06/2022 9:00;1596,955;5591,768;22,56666667;81,48;22,66
19/06/2022 10:00;1596,927167;5589,244667;22,7;78,09;22,65
19/06/2022 11:00;1597,017333;5578,231;22,8;76,11;22,65
19/06/2022 12:00;1597,117333;5580,594833;22,9;74,8;22,65
19/06/2022 13:00;1597,340667;5580,224833;22,96666667;73,61;22,64
19/06/2022 14:00;1597,48;5580,915167;22,96666667;72,58;22,64
19/06/2022 15:00;1597,651333;5585,5625;23,05714286;71,53;22,64
19/06/2022 16:00;1597,557;5586,370833;23,05714286;70,65;22,64
19/06/2022 17:00;1597,865333;5589,064;23,16666667;69,95;22,64
19/06/2022 18:00;1597,9115;5584,043333;23,16666667;70,49;22,65
19/06/2022 19:00;1597,974333;5592,054833;23,3;69,75;22,64
19/06/2022 20:00;1598,0375;5589,870833;23,3;69;22,65
19/06/2022 21:00;1597,897;5596,539333;23,3;68,56;22,66
19/06/2022 22:00;1597,940667;5607,039833;23,3;68,5;22,68
19/06/2022 23:00;1597,618167;5602,553667;23,3;68,74;22,69
20/06/2022 0:00;1596,7025;5602,356833;23,3;68,91;22,76
20/06/2022 1:00;1592,643;5627,484;23,3;69,2;22,89
20/06/2022 2:00;1588,077;5645,892333;23,3;69,24;22,97
20/06/2022 3:00;1584,193667;5664,162333;23,3;69,31;23,03
20/06/2022 4:00;1581,358167;5684,1895;23,3;69,34;23,08
20/06/2022 5:00;1579,2075;5685,7215;23,3;69,54;23,13
20/06/2022 6:00;1577,315667;5692,215833;23,3;69,91;23,16
20/06/2022 7:00;1576,2845;5702,815167;23,3;69,43;23,19
20/06/2022 8:00;1579,076333;5722,132667;23,3;68,65;23,21
20/06/2022 9:00;1579,864667;5726,403667;23,3;68,31;23,23
20/06/2022 10:00;1577,992667;5735,109167;23,3;68,22;23,25
20/06/2022 11:00;1576,129833;5725,242667;23,3;68,11;23,26
